md,x,y,z
9369.0,2128768.7798254397,17462525.863223176,7127.2099610000005
9463.0,2128774.9806097588,17462527.011513896,7221.190430000001
9556.0,2128781.2141860737,17462529.04564454,7314.160156
9637.0,2128786.7260235203,17462531.637498297,7395.139648
9673.0,2128789.0882316018,17462533.11387958,7431.129883
9705.0,2128789.777181755,17462535.77136326,7463.120117
9736.0,2128787.218129836,17462542.300228298,7494.0400389999995
9768.0,2128780.820501678,17462554.40653446,7525.759765999999
9799.0,2128771.634139836,17462571.237233818,7556.200194999999
9831.0,2128759.6918855165,17462593.809429422,7587.240234000001
9862.0,2128746.076419201,17462619.399968296,7616.950194999999
9894.0,2128729.5737710358,17462647.483948853,7647.370117
9926.0,2128709.593468559,17462676.683431417,7677.5
9958.0,2128685.512089836,17462708.3435407,7707.110352
9989.0,2128658.543604721,17462742.431468297,7735.129883
10021.0,2128628.3926785593,17462781.309441984,7763.389648
10053.0,2128596.4044885593,17462824.091572616,7790.940430000001
10084.0,2128563.0711410358,17462869.79370006,7816.690430000001
10115.0,2128526.8178754398,17462919.728088144,7841.339844
10146.0,2128488.79293984,17462974.058791984,7864.820312
10177.0,2128450.7351859976,17463033.376385745,7887.169921999999
10209.0,2128412.218127678,17463099.682132617,7909.019531
10240.0,2128375.735190159,17463167.628351983,7929.240234000001
10271.0,2128339.2850544783,17463238.36325254,7948.530273
10303.0,2128301.424160878,17463314.67562375,7967.219727
10335.0,2128263.1367547973,17463394.46557709,7984.429688
10367.0,2128223.372977278,17463477.56931006,7999.759765999999
10399.0,2128181.8375428785,17463563.691360064,8012.969727
10430.0,2128139.5147035974,17463649.12446319,8023.740234000001
10462.0,2128094.304731678,17463738.69135254,8033.160156
10494.0,2128048.504208559,17463828.914452538,8041.679688
10525.0,2128004.11444664,17463916.775344457,8049.469727
10557.0,2127957.8873979165,17464008.081079006,8056.610352
10589.0,2127910.807350478,17464100.07596056,8062.219727
10632.0,2127848.7010459974,17464225.699251983,8067.120117
10714.0,2127735.3808553633,17464469.17046056,8071.719727
10746.0,2127692.8611459974,17464565.16767164,8072.2900389999995
10843.0,2127576.1288555167,17464861.132320218,8071.75
10938.0,2127477.178707993,17465156.637601983,8070.139648
11034.0,2127392.3362348056,17465459.78729672,8067.860352
11129.0,2127322.2246971293,17465763.42879922,8065.950194999999
11224.0,2127263.989787129,17466069.564173188,8064.860352
