md,x,y,z
17827.0,2123521.2222283455,17485490.349660683,8218.540039
17921.0,2123524.798232397,17485798.71658,8218.469727
18016.0,2123526.471493605,17486110.19933931,8221.55957
18110.0,2123523.715699554,17486418.49897516,8223.429688
18205.0,2123519.18812395,17486730.146737758,8223.730469
18299.0,2123513.741818001,17487038.48001534,8223.509766
18394.0,2123504.09633869,17487349.96277137,8221.910156
18488.0,2123489.693405158,17487657.901967578,8223.679688
18583.0,2123473.847092315,17487968.99224,8226.419922
18678.0,2123458.29553998,17488280.245914657,8228.0
18773.0,2123437.527967137,17488590.974143103,8231.719727
18868.0,2123413.1187111065,17488901.603050683,8233.410156
18963.0,2123388.381049554,17489212.299238447,8233.299805
19058.0,2123364.1027515326,17489523.027466893,8233.19043
19153.0,2123342.449289554,17489833.91909758,8232.009766
19248.0,2123321.8455192093,17490144.91004913,8231.959961
19343.0,2123292.843005158,17490455.112828087,8233.969727
19438.0,2123256.491242184,17490764.594724473,8236.169922
19527.0,2123219.4177895538,17491054.09681379,8234.44043
19622.0,2123175.1264495538,17491362.30033415,8230.219727
19716.0,2123128.44015869,17491667.08844758,8228.910156
19809.0,2123073.3875683453,17491967.153946027,8229.230469
19904.0,2123015.546342741,17492273.322958447,8231.240234
19998.0,2122962.167013605,17492576.86473653,8234.530273
20093.0,2122909.2472481322,17492883.853962235,8237.5
20187.0,2122861.1828601114,17493188.446636025,8238.889648
20282.0,2122815.415102741,17493496.419470683,8242.330078
20377.0,2122771.8128113197,17493804.555707578,8247.530273
20471.0,2122729.0962121836,17494109.837226532,8250.459961
20566.0,2122678.276030111,17494417.121216025,8253.80957
20660.0,2122626.701123605,17494720.993000682,8256.570312
20755.0,2122577.7510465793,17495028.802433103,8257.669922
20849.0,2122526.668341533,17495332.77033653,8260.200195
20943.0,2122470.9597439496,17495635.98531343,8262.450195
21037.0,2122409.706516924,17495938.216678087,8262.519531
21114.0,2122359.6737069236,17496185.85602,8262.299805
21178.0,2122318.6960481326,17496391.760770682,8261.709961
