md,x,y,z
3012.0,2094037.1707236527,17477588.91819616,1060.840088
3106.0,2094037.0407236528,17477589.26819616,1154.840088
3199.0,2094036.9807236528,17477589.71819616,1247.840088
3293.0,2094036.9307236527,17477590.27819616,1341.840088
3387.0,2094037.0007236528,17477590.88819616,1435.8400880000008
3480.0,2094037.0407236528,17477591.64819616,1528.830078
3574.0,2094037.0607236528,17477592.48819616,1622.830078
3668.0,2094037.1707236527,17477593.30819616,1716.830078
3761.0,2094037.370723653,17477594.13819616,1809.820068
3855.0,2094037.8107236528,17477594.95819616,1903.820068
3949.0,2094038.370723653,17477595.85819616,1997.810059
4042.0,2094038.9707236527,17477596.51819616,2090.810059
4136.0,2094039.640723653,17477596.678196162,2184.799805
4230.0,2094040.4507236527,17477596.85819616,2278.799805
4324.0,2094041.4707236527,17477597.14819616,2372.7900390000004
4417.0,2094042.5907236529,17477597.46819616,2465.7900390000004
4511.0,2094043.8007236528,17477597.87819616,2559.779785
4605.0,2094045.0607236528,17477598.35819616,2653.77002
4698.0,2094046.3007236528,17477598.88819616,2746.759765999999
4792.0,2094047.4307236527,17477599.40819616,2840.75
4885.0,2094048.2707236528,17477599.74819616,2933.75
4979.0,2094048.8207236528,17477599.79819616,3027.740234000001
5072.0,2094049.380723653,17477599.75819616,3120.740234000001
5166.0,2094050.1907236527,17477599.64819616,3214.740234000001
5259.0,2094051.120723653,17477599.62819616,3307.72998
5353.0,2094051.6607236527,17477599.40819616,3401.72998
5447.0,2094051.5707236528,17477598.64819616,3495.72998
5541.0,2094051.130723653,17477597.63819616,3589.7202150000003
5634.0,2094050.8007236528,17477596.63819616,3682.720215
5728.0,2094050.9207236527,17477595.838196162,3776.709961
5822.0,2094051.3107236528,17477595.22819616,3870.709961
5915.0,2094051.870723653,17477594.75819616,3963.709961
6009.0,2094052.630723653,17477594.46819616,4057.700195
6104.0,2094053.4507236527,17477594.29819616,4152.700195
6197.0,2094054.4207236527,17477594.20819616,4245.689941
6263.0,2094055.1607236527,17477594.20819616,4311.689941
6353.0,2094056.1607236527,17477594.21819616,4401.680176
6385.0,2094056.5507236528,17477594.178196162,4433.680176
6478.0,2094057.7907236528,17477592.678196162,4526.660156
6572.0,2094059.4707236527,17477588.43819616,4620.540039
6665.0,2094061.8507236529,17477581.928196162,4713.279785
6759.0,2094064.7707236528,17477573.11819616,4806.819823999998
6852.0,2094068.1707236527,17477561.35819716,4899.009765999999
6946.0,2094072.5007226528,17477546.11819716,4991.660156
7040.0,2094078.0407236528,17477528.07819616,5083.740234000001
7133.0,2094084.9607236527,17477507.59819616,5174.180176000002
7226.0,2094092.870723653,17477485.56819816,5264.189941
7320.0,2094100.7407226528,17477463.358198162,5355.189941
7413.0,2094108.2507246528,17477440.39819216,5445.0
7506.0,2094115.850727653,17477416.19819516,5534.470215
7600.0,2094123.6407206529,17477391.66819616,5624.879883
7694.0,2094131.5407216528,17477367.19819516,5715.290039
7787.0,2094139.4307216527,17477344.64819216,5805.169922
7881.0,2094147.4707226527,17477323.45820516,5896.390137
7975.0,2094155.3207206528,17477301.64820716,5987.490234000001
