md,x,y,z
13637.0,2124625.1020042812,17470512.86840721,7973.179688
13732.0,2124609.8460687534,17470201.58269187,7973.849609000001
13828.0,2124591.440553073,17469887.146697555,7973.349609000001
13922.0,2124573.691195549,17469579.273183767,7972.360352
14017.0,2124557.9432029193,17469268.051549792,7970.5400389999995
14113.0,2124543.113792996,17468953.48499445,7969.870117
14207.0,2124529.399855549,17468645.41443669,7971.259765999999
14301.0,2124516.4733886,17468337.343882214,7973.070312
14397.0,2124503.8421349153,17468022.678006,7974.160156
14492.0,2124491.0468786,17467711.260929108,7974.320312
14587.0,2124479.629519311,17467399.778173074,7974.570312
14681.0,2124468.343423149,17467091.608294446,7975.139648
14776.0,2124453.907746834,17466780.25689669,7975.139648
14870.0,2124439.1111748386,17466472.218382895,7974.980469
14965.0,2124425.5285005197,17466160.834947735,7974.980469
15060.0,2124413.848716681,17465849.38422911,7975.230469
15155.0,2124404.038939464,17465537.901473075,7976.719727
15250.0,2124396.1649431493,17465226.35303463,7978.5400389999995
15345.0,2124390.1937881024,17464914.804596182,7980.530273
15441.0,2124384.6820031493,17464600.04099687,7983.299805000001
15536.0,2124379.235795626,17464288.492558423,7985.780273
15630.0,2124373.0679017277,17463980.223358925,7987.429688
15675.0,2124370.213485626,17463832.61920066,7988.009765999999
15747.0,2124361.7818022855,17463596.661443766,7990.089844
15839.0,2124332.877611728,17463296.39890463,7992.019531
15933.0,2124290.751537545,17462990.920338422,7990.700194999999
16027.0,2124251.3158768346,17462685.177451346,7988.320312
16121.0,2124221.2305281023,17462378.452553075,7985.129883
16216.0,2124202.49696123,17462067.559321344,7981.559569999999
16310.0,2124189.8329680427,17461759.488763586,7979.589844
16404.0,2124180.7122361236,17461451.25480687,7979.919921999999
16499.0,2124174.4458186002,17461139.67272669,7981.080078000001
16594.0,2124168.4746668343,17460828.026568424,7981.0
16689.0,2124163.553406834,17460516.41084979,7981.080078000001
16784.0,2124162.208249311,17460204.796728924,7982.990234000001
16880.0,2124161.9129868345,17459889.901771344,7984.75
16975.0,2124163.028459311,17459578.221971344,7985.330078000001
17070.0,2124166.538981077,17459266.575813077,7985.080078000001
17166.0,2124172.3132922854,17458951.680852212,7983.910156
17261.0,2124182.385395626,17458640.26377532,7981.75
17356.0,2124199.773906681,17458329.107820477,7980.919921999999
17451.0,2124225.561263149,17458018.642315138,7983.570312
17547.0,2124256.5652405196,17457705.42141929,7987.089844
17642.0,2124290.2266917275,17457395.643161345,7988.919921999999
17737.0,2124324.6755117276,17457085.96582532,7990.990234000001
17832.0,2124361.0271729957,17456776.615293767,7994.469727
17928.0,2124400.2004124383,17456464.213003583,7997.150390999999
18023.0,2124442.227962996,17456155.419958927,7998.389648
18119.0,2124489.045562919,17455843.97084463,7998.809569999999
18214.0,2124539.143956911,17455536.358452894,7997.900390999999
18309.0,2124593.2778169108,17455229.500588745,7995.910156
18405.0,2124651.479934915,17454920.02190102,7994.240234000001
18500.0,2124713.3237886,17454614.541733768,7993.240234000001
18596.0,2124779.3670649915,17454306.60093979,7992.490234000001
18691.0,2124846.263389311,17454002.20691102,7992.320312
18786.0,2124911.3224530728,17453697.546953768,7994.969727
18881.0,2124972.3460967573,17453392.16611066,7998.950194999999
18976.0,2125031.7949011535,17453086.259821344,8000.530273
19071.0,2125093.113810596,17452780.715576,7999.530273
19168.0,2125158.730610596,17452469.397819977,7997.25
19263.0,2125223.002262915,17452164.443102214,7997.330078000001
19358.0,2125285.6006901152,17451859.488384448,8001.799805000001
19452.0,2125342.752926196,17451556.962256,8007.2099610000005
19547.0,2125397.6413761154,17451250.466439106,8011.280273
19642.0,2125454.6623785957,17450944.265386,8014.839844
19654.0,2125461.913031715,17450905.58415445,8015.299805000001
19700.0,2125489.6689479575,17450757.388867553,8017.150390999999
